,id_site,activity_type,week_from,week_to,code_mod_pres
3228,773284,resource,,,DDD2014B
3229,773462,url,,,DDD2014B
3230,773118,subpage,,,DDD2014B
3231,772702,externalquiz,,,DDD2014B
3232,773313,resource,,,DDD2014B
3233,773150,subpage,,,DDD2014B
3234,773011,subpage,,,DDD2014B
3235,773345,resource,,,DDD2014B
3236,773183,subpage,,,DDD2014B
3237,773387,resource,,,DDD2014B
3238,773051,subpage,,,DDD2014B
3239,773244,resource,,,DDD2014B
3240,773422,oucollaborate,,,DDD2014B
3241,773084,subpage,,,DDD2014B
3242,773281,resource,,,DDD2014B
3243,773459,url,,,DDD2014B
3244,773115,subpage,,,DDD2014B
3245,772699,externalquiz,,,DDD2014B
3246,773310,resource,,,DDD2014B
3247,773147,subpage,,,DDD2014B
3248,773008,ouwiki,,,DDD2014B
3249,773342,resource,,,DDD2014B
3250,773180,subpage,,,DDD2014B
3251,773384,resource,,,DDD2014B
3252,773048,subpage,,,DDD2014B
3253,773241,resource,,,DDD2014B
3254,773419,resource,,,DDD2014B
3255,773081,subpage,,,DDD2014B
3256,773278,resource,,,DDD2014B
3257,773456,url,,,DDD2014B
3258,773307,resource,,,DDD2014B
3259,773144,subpage,,,DDD2014B
3260,772999,oucontent,,,DDD2014B
3261,773339,resource,,,DDD2014B
3262,773177,subpage,,,DDD2014B
3263,773373,resource,,,DDD2014B
3264,773379,resource,,,DDD2014B
3265,773045,subpage,,,DDD2014B
3266,773238,resource,,,DDD2014B
3267,773416,resource,,,DDD2014B
3268,773078,subpage,,,DDD2014B
3269,773275,resource,,,DDD2014B
3270,773452,url,0.0,0.0,DDD2014B
3271,773112,subpage,,,DDD2014B
3272,773304,resource,,,DDD2014B
3273,773141,subpage,,,DDD2014B
3274,772995,oucontent,,,DDD2014B
3275,773336,resource,,,DDD2014B
3276,773174,subpage,,,DDD2014B
3277,773369,resource,,,DDD2014B
3278,773376,resource,,,DDD2014B
3279,773042,subpage,,,DDD2014B
3280,773235,resource,,,DDD2014B
3281,773413,resource,,,DDD2014B
3282,773075,subpage,,,DDD2014B
3283,773272,resource,,,DDD2014B
3284,773448,url,,,DDD2014B
3285,773108,subpage,,,DDD2014B
3286,773138,subpage,,,DDD2014B
3287,772992,oucontent,,,DDD2014B
3288,773333,resource,,,DDD2014B
3289,773171,subpage,,,DDD2014B
3290,773031,subpage,,,DDD2014B
3291,773366,resource,,,DDD2014B
3292,773039,subpage,,,DDD2014B
3293,773203,subpage,,,DDD2014B
3294,773410,resource,,,DDD2014B
3295,773072,subpage,,,DDD2014B
3296,773269,resource,,,DDD2014B
3297,773445,url,,,DDD2014B
3298,773105,subpage,,,DDD2014B
3299,773301,resource,,,DDD2014B
3300,936658,resource,,,DDD2014B
3301,773135,subpage,,,DDD2014B
3302,772989,oucontent,,,DDD2014B
3303,773330,resource,,,DDD2014B
3304,773168,subpage,,,DDD2014B
3305,773028,subpage,,,DDD2014B
3306,773363,resource,,,DDD2014B
3307,773036,subpage,,,DDD2014B
3308,773200,subpage,,,DDD2014B
3309,773407,resource,,,DDD2014B
3310,773069,subpage,,,DDD2014B
3311,773266,resource,,,DDD2014B
3312,773442,url,,,DDD2014B
3313,773102,subpage,,,DDD2014B
3314,773298,resource,,,DDD2014B
3315,924209,forumng,,,DDD2014B
3316,773132,subpage,,,DDD2014B
3317,772739,forumng,,,DDD2014B
3318,773327,resource,,,DDD2014B
3319,773165,subpage,,,DDD2014B
3320,773025,subpage,,,DDD2014B
3321,773360,resource,,,DDD2014B
3322,773197,subpage,,,DDD2014B
3323,773404,resource,,,DDD2014B
3324,773066,subpage,,,DDD2014B
3325,773263,resource,,,DDD2014B
3326,773437,url,,,DDD2014B
3327,773099,subpage,,,DDD2014B
3328,773295,resource,,,DDD2014B
3329,813953,subpage,,,DDD2014J
3330,814128,resource,,,DDD2014J
3331,1016371,forumng,,,DDD2014J
3332,813986,subpage,,,DDD2014J
3333,814162,resource,,,DDD2014J
3334,814018,subpage,,,DDD2014J
3335,814199,resource,,,DDD2014J
3336,814058,resource,,,DDD2014J
3337,814289,url,,,DDD2014J
3338,814094,resource,,,DDD2014J
3339,814321,url,,,DDD2014J
3340,813950,subpage,,,DDD2014J
3341,814125,resource,,,DDD2014J
3342,1011355,resource,,,DDD2014J
3343,813983,subpage,,,DDD2014J
3344,814159,resource,,,DDD2014J
3345,814015,subpage,,,DDD2014J
3346,814195,resource,,,DDD2014J
3347,814054,resource,,,DDD2014J
3348,814286,url,,,DDD2014J
3349,814091,resource,,,DDD2014J
3350,814318,url,,,DDD2014J
3351,814122,resource,,,DDD2014J
3352,1006065,resource,,,DDD2014J
3353,813980,subpage,,,DDD2014J
3354,814155,resource,,,DDD2014J
3355,814012,subpage,,,DDD2014J
3356,814191,resource,,,DDD2014J
3357,814051,subpage,,,DDD2014J
3358,814283,url,,,DDD2014J
3359,814088,resource,,,DDD2014J
3360,814315,url,,,DDD2014J
3361,813947,subpage,,,DDD2014J
3362,814119,resource,,,DDD2014J
3363,986521,oucollaborate,,,DDD2014J
3364,813977,subpage,,,DDD2014J
3365,814152,resource,,,DDD2014J
3366,814009,subpage,,,DDD2014J
3367,814187,resource,,,DDD2014J
3368,814048,subpage,,,DDD2014J
3369,814280,oucollaborate,,,DDD2014J
3370,814084,resource,,,DDD2014J
3371,814312,url,,,DDD2014J
3372,813944,subpage,,,DDD2014J
3373,814116,resource,,,DDD2014J
3374,967275,url,,,DDD2014J
3375,813974,subpage,,,DDD2014J
3376,814149,resource,,,DDD2014J
3377,814006,subpage,,,DDD2014J
3378,814184,resource,,,DDD2014J
3379,814045,subpage,,,DDD2014J
3380,814222,resource,,,DDD2014J
3381,814080,resource,,,DDD2014J
3382,814309,url,,,DDD2014J
3383,813940,oucontent,,,DDD2014J
3384,814112,resource,,,DDD2014J
3385,952513,resource,,,DDD2014J
3386,813971,subpage,,,DDD2014J
3387,814146,resource,,,DDD2014J
3388,814003,subpage,,,DDD2014J
3389,814181,resource,,,DDD2014J
3390,814036,subpage,,,DDD2014J
3391,814042,subpage,,,DDD2014J
3392,814219,resource,,,DDD2014J
3393,814077,resource,,,DDD2014J
3394,814306,url,,,DDD2014J
3395,813936,oucontent,,,DDD2014J
3396,814109,resource,,,DDD2014J
3397,952510,resource,,,DDD2014J
3398,813967,subpage,,,DDD2014J
3399,814143,resource,,,DDD2014J
3400,814000,subpage,,,DDD2014J
3401,814178,resource,,,DDD2014J
3402,814033,subpage,,,DDD2014J
3403,814039,subpage,,,DDD2014J
3404,814216,resource,,,DDD2014J
3405,814074,resource,,,DDD2014J
3406,814303,url,,,DDD2014J
3407,813932,oucontent,,,DDD2014J
3408,952507,subpage,,,DDD2014J
3409,813964,subpage,,,DDD2014J
3410,814140,resource,,,DDD2014J
3411,813997,subpage,,,DDD2014J
3412,814175,resource,,,DDD2014J
3413,814029,subpage,,,DDD2014J
3414,814212,resource,,,DDD2014J
3415,814071,resource,,,DDD2014J
3416,814300,url,,,DDD2014J
3417,813711,glossary,,,DDD2014J
3418,814105,resource,,,DDD2014J
3419,813961,subpage,,,DDD2014J
3420,814137,resource,,,DDD2014J
3421,1072100,forumng,,,DDD2014J
3422,813994,subpage,,,DDD2014J
3423,814172,resource,,,DDD2014J
3424,814026,subpage,,,DDD2014J
3425,814208,resource,,,DDD2014J
3426,814067,resource,,,DDD2014J
3427,814297,url,,,DDD2014J
3428,813708,forumng,,,DDD2014J
3429,814102,resource,,,DDD2014J
3430,924983,url,,,DDD2014J
3431,813958,subpage,,,DDD2014J
3432,814134,resource,,,DDD2014J
3433,1046812,glossary,,,DDD2014J
3434,813991,subpage,,,DDD2014J
3435,814169,resource,,,DDD2014J
3436,814023,subpage,,,DDD2014J
3437,814204,resource,,,DDD2014J
3438,814064,resource,,,DDD2014J
3439,814294,url,,,DDD2014J
3440,813704,externalquiz,,,DDD2014J
3441,814099,resource,,,DDD2014J
3442,924980,resource,,,DDD2014J
3443,813955,subpage,,,DDD2014J
3444,814131,resource,,,DDD2014J
3445,1016377,resource,,,DDD2014J
3446,813988,subpage,,,DDD2014J
3447,814166,resource,,,DDD2014J
3448,814020,subpage,,,DDD2014J
3449,814201,resource,,,DDD2014J
3450,814060,resource,,,DDD2014J
3451,814291,url,,,DDD2014J
3452,813701,homepage,,,DDD2014J
3453,814096,resource,,,DDD2014J
3454,814323,url,,,DDD2014J
3455,813952,subpage,,,DDD2014J
3456,814127,resource,,,DDD2014J
3457,1016370,forumng,,,DDD2014J
3458,813985,subpage,,,DDD2014J
3459,814161,resource,,,DDD2014J
3460,814017,subpage,,,DDD2014J
3461,814198,resource,,,DDD2014J
3462,814056,resource,,,DDD2014J
3463,814288,url,,,DDD2014J
3464,814093,resource,,,DDD2014J
3465,814320,url,,,DDD2014J
3466,813949,subpage,,,DDD2014J
3467,814124,resource,,,DDD2014J
3468,1006068,oucollaborate,,,DDD2014J
3469,813982,subpage,,,DDD2014J
3470,814158,resource,,,DDD2014J
3471,814014,subpage,,,DDD2014J
3472,814193,resource,,,DDD2014J
3473,814053,resource,,,DDD2014J
3474,814285,url,,,DDD2014J
3475,814090,resource,,,DDD2014J
3476,814317,url,,,DDD2014J
3477,814121,resource,,,DDD2014J
3478,1006064,externalquiz,,,DDD2014J
3479,813979,subpage,,,DDD2014J
3480,814154,resource,,,DDD2014J
3481,814011,subpage,,,DDD2014J
3482,814189,resource,,,DDD2014J
3483,814050,subpage,,,DDD2014J
3484,814282,url,,,DDD2014J
3485,814087,resource,,,DDD2014J
3486,814314,url,,,DDD2014J
3487,813946,subpage,,,DDD2014J
3488,814118,resource,,,DDD2014J
3489,985360,resource,,,DDD2014J
3490,813976,subpage,,,DDD2014J
3491,814151,resource,,,DDD2014J
3492,814008,subpage,,,DDD2014J
3493,814186,resource,,,DDD2014J
3494,814047,subpage,,,DDD2014J
3495,814279,oucollaborate,,,DDD2014J
3496,814083,resource,,,DDD2014J
3497,814311,url,,,DDD2014J
3498,813943,ouwiki,,,DDD2014J
3499,814115,resource,,,DDD2014J
3500,967274,url,,,DDD2014J
3501,813973,subpage,,,DDD2014J
3502,814148,resource,,,DDD2014J
3503,814005,subpage,,,DDD2014J
3504,814183,resource,,,DDD2014J
3505,814038,subpage,,,DDD2014J
3506,814044,subpage,,,DDD2014J
3507,814221,resource,,,DDD2014J
3508,814079,resource,,,DDD2014J
3509,814308,url,,,DDD2014J
3510,813939,oucontent,,,DDD2014J
3511,814111,resource,,,DDD2014J
3512,952512,resource,,,DDD2014J
3513,813969,subpage,,,DDD2014J
3514,814145,resource,,,DDD2014J
3515,814002,subpage,,,DDD2014J
3516,814180,resource,,,DDD2014J
3517,814035,subpage,,,DDD2014J
3518,814041,subpage,,,DDD2014J
3519,814218,resource,,,DDD2014J
3520,814076,resource,,,DDD2014J
3521,814305,url,,,DDD2014J
3522,813935,oucontent,,,DDD2014J
3523,952509,resource,,,DDD2014J
3524,813966,subpage,,,DDD2014J
3525,814142,resource,,,DDD2014J
3526,813999,subpage,,,DDD2014J
3527,814177,resource,,,DDD2014J
3528,814032,subpage,,,DDD2014J
3529,814215,resource,,,DDD2014J
3530,814073,resource,,,DDD2014J
3531,814302,url,,,DDD2014J
3532,813931,oucontent,,,DDD2014J
3533,814107,resource,,,DDD2014J
3534,936982,resource,,,DDD2014J
3535,813963,subpage,,,DDD2014J
3536,814139,resource,,,DDD2014J
3537,813996,subpage,,,DDD2014J
3538,814174,resource,,,DDD2014J
3539,814028,subpage,,,DDD2014J
3540,814211,resource,,,DDD2014J
3541,814070,resource,,,DDD2014J
3542,814299,url,,,DDD2014J
3543,813710,forumng,,,DDD2014J
3544,814104,resource,,,DDD2014J
3545,813960,subpage,,,DDD2014J
3546,814136,resource,,,DDD2014J
3547,1072099,forumng,,,DDD2014J
3548,813993,subpage,,,DDD2014J
3549,814171,resource,,,DDD2014J
3550,814025,subpage,,,DDD2014J
3551,814206,resource,,,DDD2014J
3552,814066,resource,,,DDD2014J
3553,814296,url,,,DDD2014J
3554,813707,forumng,,,DDD2014J
3555,814101,resource,,,DDD2014J
3556,924982,resource,,,DDD2014J
3557,813957,subpage,,,DDD2014J
3558,814133,resource,,,DDD2014J
3559,1016387,subpage,,,DDD2014J
3560,813990,subpage,,,DDD2014J
3561,814168,resource,,,DDD2014J
3562,814022,subpage,,,DDD2014J
3563,814203,resource,,,DDD2014J
3564,814062,resource,,,DDD2014J
3565,814293,url,,,DDD2014J
3566,813703,externalquiz,,,DDD2014J
3567,814098,resource,,,DDD2014J
3568,924979,oucontent,,,DDD2014J
3569,813954,subpage,,,DDD2014J
3570,814129,resource,,,DDD2014J
3571,1016372,forumng,,,DDD2014J
3572,813987,subpage,,,DDD2014J
3573,814163,resource,,,DDD2014J
3574,814019,subpage,,,DDD2014J
3575,814200,resource,,,DDD2014J
3576,814059,resource,,,DDD2014J
3577,814290,url,,,DDD2014J
3578,814095,resource,,,DDD2014J
3579,814322,url,,,DDD2014J
3580,813951,subpage,,,DDD2014J
3581,814126,resource,,,DDD2014J
3582,1012845,forumng,,,DDD2014J
3583,813984,subpage,,,DDD2014J
3584,814160,resource,,,DDD2014J
3585,814016,subpage,,,DDD2014J
3586,814196,resource,,,DDD2014J
3587,814055,resource,,,DDD2014J
3588,814287,url,,,DDD2014J
3589,814092,resource,,,DDD2014J
3590,814319,url,,,DDD2014J
3591,814123,resource,,,DDD2014J
3592,1006067,subpage,,,DDD2014J
3593,813981,subpage,,,DDD2014J
3594,814157,resource,,,DDD2014J
3595,814013,subpage,,,DDD2014J
3596,814192,resource,,,DDD2014J
3597,814052,resource,,,DDD2014J
3598,814284,url,,,DDD2014J
3599,814089,resource,,,DDD2014J
3600,814316,url,,,DDD2014J
3601,813948,subpage,,,DDD2014J
3602,814120,resource,,,DDD2014J
3603,1004387,oucontent,,,DDD2014J
3604,813978,subpage,,,DDD2014J
3605,814153,resource,,,DDD2014J
3606,814010,subpage,,,DDD2014J
3607,814188,resource,,,DDD2014J
3608,814049,subpage,,,DDD2014J
3609,814281,url,,,DDD2014J
3610,814086,resource,,,DDD2014J
3611,814313,url,,,DDD2014J
3612,813945,subpage,,,DDD2014J
3613,814117,resource,,,DDD2014J
3614,981690,externalquiz,,,DDD2014J
3615,813975,subpage,,,DDD2014J
3616,814150,resource,,,DDD2014J
3617,814007,subpage,,,DDD2014J
3618,814185,resource,,,DDD2014J
3619,814046,subpage,,,DDD2014J
3620,814278,oucollaborate,,,DDD2014J
3621,814082,resource,,,DDD2014J
3622,814310,url,,,DDD2014J
3623,813941,oucontent,,,DDD2014J
3624,814114,resource,,,DDD2014J
3625,967273,subpage,,,DDD2014J
3626,813972,subpage,,,DDD2014J
3627,814147,resource,,,DDD2014J
3628,814004,subpage,,,DDD2014J
3629,814182,resource,,,DDD2014J
3630,814037,subpage,,,DDD2014J
3631,814043,subpage,,,DDD2014J
3632,814220,resource,,,DDD2014J
3633,814078,resource,,,DDD2014J
3634,814307,url,,,DDD2014J
3635,813937,oucontent,,,DDD2014J
3636,814110,resource,,,DDD2014J
3637,952511,resource,,,DDD2014J
3638,813968,subpage,,,DDD2014J
3639,814144,resource,,,DDD2014J
3640,814001,subpage,,,DDD2014J
3641,814179,resource,,,DDD2014J
3642,814034,subpage,,,DDD2014J
3643,814040,subpage,,,DDD2014J
3644,814217,resource,,,DDD2014J
3645,814075,resource,,,DDD2014J
3646,814304,url,,,DDD2014J
3647,813933,oucontent,0.0,0.0,DDD2014J
3648,952508,resource,,,DDD2014J
3649,813965,subpage,,,DDD2014J
3650,814141,resource,,,DDD2014J
3651,813998,subpage,,,DDD2014J
3652,814176,resource,,,DDD2014J
3653,814030,subpage,,,DDD2014J
3654,814213,resource,,,DDD2014J
3655,814072,resource,,,DDD2014J
3656,814301,url,,,DDD2014J
3657,813929,oucontent,,,DDD2014J
3658,814106,resource,,,DDD2014J
3659,936981,oucontent,,,DDD2014J
3660,813962,subpage,,,DDD2014J
3661,814138,resource,,,DDD2014J
3662,813995,subpage,,,DDD2014J
3663,814173,resource,,,DDD2014J
3664,814027,subpage,,,DDD2014J
3665,814210,resource,,,DDD2014J
3666,814069,resource,,,DDD2014J
3667,814298,url,,,DDD2014J
3668,813709,forumng,,,DDD2014J
3669,814103,resource,,,DDD2014J
3670,813959,subpage,,,DDD2014J
3671,814135,resource,,,DDD2014J
3672,1072098,forumng,,,DDD2014J
3673,813992,subpage,,,DDD2014J
3674,814170,resource,,,DDD2014J
3675,814024,subpage,,,DDD2014J
3676,814205,resource,,,DDD2014J
3677,814065,resource,,,DDD2014J
3678,814295,url,,,DDD2014J
3679,813706,forumng,,,DDD2014J
3680,814100,resource,,,DDD2014J
3681,924981,resource,,,DDD2014J
3682,813956,subpage,,,DDD2014J
3683,814132,resource,,,DDD2014J
3684,1016378,resource,,,DDD2014J
3685,813989,subpage,,,DDD2014J
3686,814167,resource,,,DDD2014J
3687,814021,subpage,,,DDD2014J
3688,814202,resource,,,DDD2014J
3689,814061,resource,,,DDD2014J
3690,814292,url,,,DDD2014J
3691,813702,externalquiz,,,DDD2014J
3692,814097,resource,,,DDD2014J
3693,924967,forumng,,,DDD2014J
3694,551055,oucontent,,,EEE2013J
3695,551126,resource,,,EEE2013J
3696,551171,subpage,,,EEE2013J
3697,551015,forumng,,,EEE2013J
3698,551052,oucontent,22.0,22.0,EEE2013J
3699,551123,resource,,,EEE2013J
3700,551168,subpage,,,EEE2013J
3701,551012,forumng,,,EEE2013J
3702,551049,oucontent,,,EEE2013J
3703,551120,resource,,,EEE2013J
3704,551163,url,,,EEE2013J
3705,551078,quiz,,,EEE2013J
3706,551160,url,,,EEE2013J
3707,551046,oucontent,,,EEE2013J
3708,551075,page,,,EEE2013J
3709,551148,resource,,,EEE2013J
3710,551155,resource,,,EEE2013J
3711,551043,oucontent,25.0,25.0,EEE2013J
3712,551072,ouwiki,,,EEE2013J
3713,551144,resource,,,EEE2013J
3714,551151,resource,,,EEE2013J
3715,551039,oucontent,19.0,19.0,EEE2013J
3716,551069,oucontent,,,EEE2013J
3717,551141,resource,,,EEE2013J
3718,551036,oucontent,,,EEE2013J
3719,551066,oucontent,2.0,2.0,EEE2013J
3720,551137,resource,,,EEE2013J
3721,551032,oucontent,13.0,13.0,EEE2013J
3722,551063,oucontent,,,EEE2013J
3723,551134,resource,,,EEE2013J
3724,551028,oucontent,26.0,26.0,EEE2013J
3725,551060,oucontent,10.0,10.0,EEE2013J
3726,551131,resource,,,EEE2013J
3727,551024,oucontent,7.0,7.0,EEE2013J
3728,551057,oucontent,,,EEE2013J
3729,551128,resource,,,EEE2013J
3730,551173,subpage,,,EEE2013J
3731,551020,oucontent,,,EEE2013J
3732,551054,oucontent,,,EEE2013J
3733,551125,resource,,,EEE2013J
3734,551170,subpage,,,EEE2013J
3735,551014,forumng,,,EEE2013J
3736,551051,oucontent,,,EEE2013J
3737,551122,resource,,,EEE2013J
3738,551167,subpage,,,EEE2013J
3739,551011,forumng,,,EEE2013J
3740,551048,oucontent,3.0,3.0,EEE2013J
3741,551119,resource,,,EEE2013J
3742,551162,url,,,EEE2013J
3743,551077,page,,,EEE2013J
3744,551159,url,,,EEE2013J
3745,551045,oucontent,6.0,6.0,EEE2013J
3746,551074,page,,,EEE2013J
3747,551147,resource,,,EEE2013J
3748,551154,resource,,,EEE2013J
3749,551041,oucontent,18.0,18.0,EEE2013J
3750,551071,oucontent,,,EEE2013J
3751,551143,resource,,,EEE2013J
3752,551150,resource,,,EEE2013J
3753,551038,oucontent,17.0,17.0,EEE2013J
3754,551068,oucontent,14.0,14.0,EEE2013J
3755,551140,resource,,,EEE2013J
3756,551035,oucontent,23.0,23.0,EEE2013J
3757,551065,oucontent,1.0,1.0,EEE2013J
3758,551136,resource,,,EEE2013J
3759,551031,oucontent,12.0,12.0,EEE2013J
3760,551062,oucontent,27.0,27.0,EEE2013J
3761,551133,resource,,,EEE2013J
3762,551027,oucontent,9.0,9.0,EEE2013J
3763,551059,oucontent,,,EEE2013J
3764,551130,resource,,,EEE2013J
3765,551177,dualpane,,,EEE2013J
3766,551023,oucontent,,,EEE2013J
3767,551056,oucontent,15.0,15.0,EEE2013J
3768,551127,resource,,,EEE2013J
3769,551172,subpage,,,EEE2013J
3770,551019,oucontent,,,EEE2013J
3771,551053,oucontent,1.0,1.0,EEE2013J
3772,551124,resource,,,EEE2013J
3773,551169,subpage,,,EEE2013J
3774,551013,forumng,,,EEE2013J
3775,551050,oucontent,5.0,5.0,EEE2013J
3776,551121,resource,,,EEE2013J
3777,551166,url,,,EEE2013J
3778,551010,homepage,,,EEE2013J
3779,551079,quiz,,,EEE2013J
3780,551161,url,,,EEE2013J
3781,551047,oucontent,,,EEE2013J
3782,551076,page,,,EEE2013J
3783,551149,resource,,,EEE2013J
3784,551158,url,,,EEE2013J
3785,551044,oucontent,,,EEE2013J
3786,551073,ouwiki,,,EEE2013J
3787,551145,resource,,,EEE2013J
3788,551152,resource,,,EEE2013J
3789,551040,oucontent,,,EEE2013J
3790,551070,oucontent,11.0,11.0,EEE2013J
3791,551142,resource,,,EEE2013J
3792,551037,oucontent,24.0,24.0,EEE2013J
3793,551067,oucontent,4.0,4.0,EEE2013J
3794,551139,resource,,,EEE2013J
3795,551033,oucontent,,,EEE2013J
3796,551064,oucontent,,,EEE2013J
3797,551135,resource,,,EEE2013J
3798,551029,oucontent,,,EEE2013J
3799,551061,oucontent,8.0,8.0,EEE2013J
3800,551132,resource,,,EEE2013J
3801,551026,oucontent,,,EEE2013J
3802,551058,oucontent,,,EEE2013J
3803,551129,resource,,,EEE2013J
3804,551175,oucollaborate,,,EEE2013J
3805,551021,oucontent,20.0,20.0,EEE2013J
3806,790923,subpage,,,EEE2014B
3807,790831,oucontent,,,EEE2014B
3808,790873,resource,,,EEE2014B
3809,790908,resource,,,EEE2014B
3810,790828,oucontent,,,EEE2014B
3811,790870,page,,,EEE2014B
3812,790904,resource,,,EEE2014B
3813,790825,oucontent,,,EEE2014B
3814,790866,ouwiki,,,EEE2014B
3815,790900,resource,,,EEE2014B
3816,790822,oucontent,19.0,19.0,EEE2014B
3817,790861,oucontent,14.0,14.0,EEE2014B
3818,790896,resource,,,EEE2014B
3819,790819,oucontent,9.0,9.0,EEE2014B
3820,790854,oucontent,6.0,6.0,EEE2014B
3821,790893,resource,,,EEE2014B
3822,936763,url,,,EEE2014B
3823,790815,oucontent,12.0,12.0,EEE2014B
3824,790849,oucontent,,,EEE2014B
3825,790890,resource,,,EEE2014B
3826,924383,forumng,,,EEE2014B
3827,790812,oucontent,15.0,15.0,EEE2014B
3828,790846,oucontent,20.0,20.0,EEE2014B
3829,790886,resource,,,EEE2014B
3830,790939,oucollaborate,,,EEE2014B
3831,790809,quiz,,,EEE2014B
3832,790843,oucontent,24.0,24.0,EEE2014B
3833,790936,url,,,EEE2014B
3834,790739,forumng,,,EEE2014B
3835,790839,oucontent,,,EEE2014B
3836,790882,resource,,,EEE2014B
3837,790932,url,,,EEE2014B
3838,790732,homepage,,,EEE2014B
3839,790836,oucontent,,,EEE2014B
3840,790879,resource,,,EEE2014B
3841,790925,subpage,,,EEE2014B
3842,790833,oucontent,11.0,11.0,EEE2014B
3843,790875,resource,,,EEE2014B
3844,790922,subpage,,,EEE2014B
3845,790830,oucontent,,,EEE2014B
3846,790872,resource,,,EEE2014B
3847,790907,resource,,,EEE2014B
3848,790827,oucontent,,,EEE2014B
3849,790869,page,,,EEE2014B
3850,790903,resource,,,EEE2014B
3851,790824,oucontent,5.0,5.0,EEE2014B
3852,790863,ouwiki,,,EEE2014B
3853,790899,resource,,,EEE2014B
3854,790821,oucontent,18.0,18.0,EEE2014B
3855,790856,oucontent,13.0,13.0,EEE2014B
3856,790895,resource,,,EEE2014B
3857,790818,oucontent,,,EEE2014B
3858,790853,oucontent,3.0,3.0,EEE2014B
3859,790892,resource,,,EEE2014B
3860,924388,resource,,,EEE2014B
3861,790814,oucontent,,,EEE2014B
3862,790848,oucontent,10.0,10.0,EEE2014B
3863,790888,resource,,,EEE2014B
3864,790941,dualpane,,,EEE2014B
3865,790811,oucontent,,,EEE2014B
3866,790845,oucontent,17.0,17.0,EEE2014B
3867,790938,url,,,EEE2014B
3868,790808,quiz,,,EEE2014B
3869,790842,oucontent,,,EEE2014B
3870,790885,resource,,,EEE2014B
3871,790934,url,,,EEE2014B
3872,790738,forumng,,,EEE2014B
3873,790838,oucontent,7.0,7.0,EEE2014B
3874,790881,resource,,,EEE2014B
3875,790927,subpage,,,EEE2014B
3876,790835,oucontent,1.0,1.0,EEE2014B
3877,790878,resource,,,EEE2014B
3878,790924,subpage,,,EEE2014B
3879,790832,oucontent,,,EEE2014B
3880,790874,resource,,,EEE2014B
3881,790921,subpage,,,EEE2014B
3882,790829,oucontent,26.0,26.0,EEE2014B
3883,790871,page,,,EEE2014B
3884,790905,resource,,,EEE2014B
3885,790826,oucontent,,,EEE2014B
3886,790868,page,,,EEE2014B
3887,790901,resource,,,EEE2014B
3888,790823,oucontent,4.0,4.0,EEE2014B
3889,790862,oucontent,,,EEE2014B
3890,790897,resource,,,EEE2014B
3891,790820,oucontent,2.0,2.0,EEE2014B
3892,790855,oucontent,25.0,25.0,EEE2014B
3893,790894,resource,,,EEE2014B
3894,790816,oucontent,23.0,23.0,EEE2014B
3895,790850,oucontent,,,EEE2014B
3896,790891,resource,,,EEE2014B
3897,924387,oucontent,,,EEE2014B
3898,790813,oucontent,22.0,22.0,EEE2014B
3899,790847,oucontent,,,EEE2014B
3900,790887,resource,,,EEE2014B
3901,790940,oucollaborate,,,EEE2014B
3902,790810,oucontent,27.0,27.0,EEE2014B
3903,790844,oucontent,,,EEE2014B
3904,790937,url,,,EEE2014B
3905,790740,forumng,,,EEE2014B
3906,790841,oucontent,,,EEE2014B
3907,790884,resource,,,EEE2014B
3908,790933,url,,,EEE2014B
3909,790737,forumng,,,EEE2014B
3910,790837,oucontent,8.0,8.0,EEE2014B
3911,790880,resource,,,EEE2014B
3912,790926,subpage,,,EEE2014B
3913,790834,oucontent,1.0,1.0,EEE2014B
3914,790877,resource,,,EEE2014B
3915,832664,oucontent,8.0,8.0,EEE2014J
3916,832716,resource,,,EEE2014J
3917,832754,resource,,,EEE2014J
3918,832661,oucontent,5.0,5.0,EEE2014J
3919,832712,quiz,,,EEE2014J
3920,832751,resource,,,EEE2014J
3921,832658,oucontent,2.0,2.0,EEE2014J
3922,832708,page,,,EEE2014J
3923,832748,resource,,,EEE2014J
3924,1077905,url,,,EEE2014J
3925,832655,oucontent,,,EEE2014J
3926,832701,oucontent,23.0,23.0,EEE2014J
3927,832745,resource,,,EEE2014J
3928,1071060,forumng,,,EEE2014J
3929,832649,oucontent,,,EEE2014J
3930,832694,oucontent,21.0,21.0,EEE2014J
3931,832742,resource,,,EEE2014J
3932,973720,ouwiki,,,EEE2014J
3933,832642,oucontent,,,EEE2014J
3934,832687,oucontent,,,EEE2014J
3935,832739,resource,,,EEE2014J
3936,832783,url,,,EEE2014J
3937,832638,oucontent,25.0,25.0,EEE2014J
3938,832680,oucontent,18.0,18.0,EEE2014J
3939,832736,resource,,,EEE2014J
3940,832780,url,,,EEE2014J
3941,832568,forumng,,,EEE2014J
3942,832675,oucontent,,,EEE2014J
3943,832733,resource,,,EEE2014J
3944,832776,oucollaborate,,,EEE2014J
3945,832565,homepage,,,EEE2014J
3946,832672,oucontent,13.0,13.0,EEE2014J
3947,832730,resource,,,EEE2014J
3948,832763,subpage,,,EEE2014J
3949,832669,oucontent,,,EEE2014J
3950,832727,resource,,,EEE2014J
3951,832760,subpage,,,EEE2014J
3952,832666,oucontent,9.0,9.0,EEE2014J
3953,832718,resource,,,EEE2014J
3954,832756,resource,,,EEE2014J
3955,832663,oucontent,10.0,10.0,EEE2014J
