,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,code_mod_pres,unique_identifier
13766,531069,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Y,Withdrawn,DDD2013B,531069DDD2013B
13767,531075,M,North Region,Lower Than A Level,20-30%,35-55,1,120,N,Fail,DDD2013B,531075DDD2013B
13768,531202,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,DDD2013B,531202DDD2013B
13769,531340,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn,DDD2013B,531340DDD2013B
13770,531377,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,DDD2013B,531377DDD2013B
13771,531787,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,DDD2013B,531787DDD2013B
13772,531888,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,DDD2013B,531888DDD2013B
13773,531924,F,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,DDD2013B,531924DDD2013B
13774,532067,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,DDD2013B,532067DDD2013B
13775,532144,M,London Region,A Level or Equivalent,40-50%,35-55,1,135,N,Withdrawn,DDD2013B,532144DDD2013B
13776,532267,M,London Region,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn,DDD2013B,532267DDD2013B
13777,532491,M,West Midlands Region,A Level or Equivalent,,0-35,0,60,N,Pass,DDD2013B,532491DDD2013B
13778,532565,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,DDD2013B,532565DDD2013B
13779,532648,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,DDD2013B,532648DDD2013B
13780,532695,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,DDD2013B,532695DDD2013B
13781,532718,M,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,DDD2013B,532718DDD2013B
13782,532745,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,DDD2013B,532745DDD2013B
13783,532855,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,DDD2013B,532855DDD2013B
13784,532988,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,DDD2013B,532988DDD2013B
13785,533004,M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Fail,DDD2013B,533004DDD2013B
13786,533291,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,DDD2013B,533291DDD2013B
13787,533522,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,DDD2013B,533522DDD2013B
13788,533731,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,DDD2013B,533731DDD2013B
13789,533829,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,DDD2013B,533829DDD2013B
13790,533877,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,DDD2013B,533877DDD2013B
13791,534203,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,DDD2013B,534203DDD2013B
13792,534219,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,DDD2013B,534219DDD2013B
13793,534349,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,DDD2013B,534349DDD2013B
13794,534777,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,DDD2013B,534777DDD2013B
13795,534910,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,DDD2013B,534910DDD2013B
13796,535169,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,DDD2013B,535169DDD2013B
13797,535215,M,North Region,Lower Than A Level,,35-55,0,90,N,Pass,DDD2013B,535215DDD2013B
13798,535424,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,DDD2013B,535424DDD2013B
13799,535463,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD2013B,535463DDD2013B
13800,535486,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,DDD2013B,535486DDD2013B
13801,535620,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,DDD2013B,535620DDD2013B
13802,535707,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,DDD2013B,535707DDD2013B
13803,535747,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,DDD2013B,535747DDD2013B
13804,535789,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,535789DDD2013B
13805,535799,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,DDD2013B,535799DDD2013B
13806,535831,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,DDD2013B,535831DDD2013B
13807,535986,F,North Region,No Formal quals,,0-35,0,70,N,Distinction,DDD2013B,535986DDD2013B
13808,536032,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,DDD2013B,536032DDD2013B
13809,536145,M,South Region,Lower Than A Level,60-70%,0-35,0,90,Y,Withdrawn,DDD2013B,536145DDD2013B
13810,536170,M,North Western Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,DDD2013B,536170DDD2013B
13811,536210,M,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,DDD2013B,536210DDD2013B
13812,536261,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,DDD2013B,536261DDD2013B
13813,536536,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,DDD2013B,536536DDD2013B
13814,536696,F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,DDD2013B,536696DDD2013B
13815,536926,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,DDD2013B,536926DDD2013B
13816,536999,M,North Region,Lower Than A Level,,35-55,0,60,Y,Withdrawn,DDD2013B,536999DDD2013B
13817,537138,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,DDD2013B,537138DDD2013B
13818,537139,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,DDD2013B,537139DDD2013B
13819,537452,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,DDD2013B,537452DDD2013B
13820,537603,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,DDD2013B,537603DDD2013B
13821,537621,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,DDD2013B,537621DDD2013B
13822,537622,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,DDD2013B,537622DDD2013B
13823,537652,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,DDD2013B,537652DDD2013B
13824,537658,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,DDD2013B,537658DDD2013B
13825,537868,F,London Region,HE Qualification,70-80%,0-35,0,60,N,Fail,DDD2013B,537868DDD2013B
13826,537926,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,DDD2013B,537926DDD2013B
13827,538069,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,DDD2013B,538069DDD2013B
13828,538131,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn,DDD2013B,538131DDD2013B
13829,538211,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,DDD2013B,538211DDD2013B
13830,538232,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,DDD2013B,538232DDD2013B
13831,538251,F,North Region,No Formal quals,,0-35,0,60,N,Distinction,DDD2013B,538251DDD2013B
13832,538611,F,North Region,Lower Than A Level,,0-35,0,60,N,Fail,DDD2013B,538611DDD2013B
13833,538701,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,DDD2013B,538701DDD2013B
13834,539035,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,DDD2013B,539035DDD2013B
13835,539043,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,DDD2013B,539043DDD2013B
13836,539066,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,DDD2013B,539066DDD2013B
13837,539142,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,DDD2013B,539142DDD2013B
13838,539186,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,DDD2013B,539186DDD2013B
13839,539209,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,DDD2013B,539209DDD2013B
13840,539224,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,539224DDD2013B
13841,539262,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD2013B,539262DDD2013B
13842,539302,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,DDD2013B,539302DDD2013B
13843,539328,M,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,DDD2013B,539328DDD2013B
13844,539622,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,DDD2013B,539622DDD2013B
13845,539643,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,DDD2013B,539643DDD2013B
13846,540207,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,DDD2013B,540207DDD2013B
13847,540298,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,DDD2013B,540298DDD2013B
13848,540310,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,DDD2013B,540310DDD2013B
13849,540422,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,DDD2013B,540422DDD2013B
13850,540530,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,DDD2013B,540530DDD2013B
13851,540547,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,DDD2013B,540547DDD2013B
13852,540568,M,North Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,DDD2013B,540568DDD2013B
13853,540592,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,DDD2013B,540592DDD2013B
13854,540605,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,DDD2013B,540605DDD2013B
13855,540686,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,DDD2013B,540686DDD2013B
13856,540694,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,DDD2013B,540694DDD2013B
13857,540758,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail,DDD2013B,540758DDD2013B
13858,540759,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,540759DDD2013B
13859,540848,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,DDD2013B,540848DDD2013B
13860,540920,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,DDD2013B,540920DDD2013B
13861,541202,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,DDD2013B,541202DDD2013B
13862,541228,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,DDD2013B,541228DDD2013B
13863,541260,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,DDD2013B,541260DDD2013B
13864,541887,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,DDD2013B,541887DDD2013B
13865,541977,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,DDD2013B,541977DDD2013B
13866,542036,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,DDD2013B,542036DDD2013B
13867,542049,M,London Region,HE Qualification,20-30%,0-35,0,120,N,Pass,DDD2013B,542049DDD2013B
13868,542054,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,DDD2013B,542054DDD2013B
13869,542205,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,DDD2013B,542205DDD2013B
13870,542293,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,DDD2013B,542293DDD2013B
13871,542372,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,DDD2013B,542372DDD2013B
13872,542394,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD2013B,542394DDD2013B
13873,542476,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,DDD2013B,542476DDD2013B
13874,543060,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,DDD2013B,543060DDD2013B
13875,543202,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,Pass,DDD2013B,543202DDD2013B
13876,543231,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,DDD2013B,543231DDD2013B
13877,543340,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,DDD2013B,543340DDD2013B
13878,543383,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,DDD2013B,543383DDD2013B
13879,543386,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,DDD2013B,543386DDD2013B
13880,543421,F,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,DDD2013B,543421DDD2013B
13881,543446,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail,DDD2013B,543446DDD2013B
13882,543459,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,DDD2013B,543459DDD2013B
13883,543482,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,DDD2013B,543482DDD2013B
13884,543510,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,75,N,Pass,DDD2013B,543510DDD2013B
13885,543573,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,DDD2013B,543573DDD2013B
13886,543663,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,DDD2013B,543663DDD2013B
13887,543683,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,DDD2013B,543683DDD2013B
13888,543749,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,DDD2013B,543749DDD2013B
13889,543756,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,DDD2013B,543756DDD2013B
13890,543845,M,Scotland,A Level or Equivalent,10-20,35-55,0,180,N,Withdrawn,DDD2013B,543845DDD2013B
13891,543860,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,180,N,Pass,DDD2013B,543860DDD2013B
13892,543919,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,DDD2013B,543919DDD2013B
13893,544053,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,DDD2013B,544053DDD2013B
13894,544063,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,DDD2013B,544063DDD2013B
13895,544091,M,Scotland,HE Qualification,90-100%,0-35,0,120,N,Pass,DDD2013B,544091DDD2013B
13896,544226,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,DDD2013B,544226DDD2013B
13897,544284,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,DDD2013B,544284DDD2013B
13898,544296,F,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,DDD2013B,544296DDD2013B
13899,544307,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,DDD2013B,544307DDD2013B
13900,544352,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,DDD2013B,544352DDD2013B
13901,544356,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,DDD2013B,544356DDD2013B
13902,544367,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,DDD2013B,544367DDD2013B
13903,544467,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,DDD2013B,544467DDD2013B
13904,544556,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail,DDD2013B,544556DDD2013B
13905,544603,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,DDD2013B,544603DDD2013B
13906,544649,M,North Region,Lower Than A Level,,35-55,0,60,N,Withdrawn,DDD2013B,544649DDD2013B
13907,544839,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,DDD2013B,544839DDD2013B
13908,544907,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,DDD2013B,544907DDD2013B
13909,544942,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,544942DDD2013B
13910,544943,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,DDD2013B,544943DDD2013B
13911,545083,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,DDD2013B,545083DDD2013B
13912,545115,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,DDD2013B,545115DDD2013B
13913,545118,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,DDD2013B,545118DDD2013B
13914,545201,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,DDD2013B,545201DDD2013B
13915,545245,M,South Region,Lower Than A Level,80-90%,0-35,0,120,Y,Fail,DDD2013B,545245DDD2013B
13916,545387,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,DDD2013B,545387DDD2013B
13917,545704,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,DDD2013B,545704DDD2013B
13918,545770,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,DDD2013B,545770DDD2013B
13919,545993,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,DDD2013B,545993DDD2013B
13920,546000,M,London Region,HE Qualification,10-20,35-55,0,60,N,Fail,DDD2013B,546000DDD2013B
13921,546054,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,DDD2013B,546054DDD2013B
13922,546074,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,DDD2013B,546074DDD2013B
13923,546089,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,DDD2013B,546089DDD2013B
13924,546191,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,DDD2013B,546191DDD2013B
13925,546221,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,DDD2013B,546221DDD2013B
13926,546293,M,Scotland,HE Qualification,40-50%,35-55,0,60,Y,Withdrawn,DDD2013B,546293DDD2013B
13927,546339,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,DDD2013B,546339DDD2013B
13928,546403,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,DDD2013B,546403DDD2013B
13929,546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,DDD2013B,546654DDD2013B
13930,546675,F,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,DDD2013B,546675DDD2013B
13931,546747,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,DDD2013B,546747DDD2013B
13932,546804,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,DDD2013B,546804DDD2013B
13933,546826,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,DDD2013B,546826DDD2013B
13934,546830,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,DDD2013B,546830DDD2013B
13935,546861,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,546861DDD2013B
13936,546862,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,DDD2013B,546862DDD2013B
13937,546953,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,DDD2013B,546953DDD2013B
13938,547252,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,DDD2013B,547252DDD2013B
13939,547349,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,DDD2013B,547349DDD2013B
13940,547445,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,DDD2013B,547445DDD2013B
13941,547486,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,DDD2013B,547486DDD2013B
13942,547522,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,DDD2013B,547522DDD2013B
13943,547629,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,DDD2013B,547629DDD2013B
13944,547679,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail,DDD2013B,547679DDD2013B
13945,547784,F,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn,DDD2013B,547784DDD2013B
13946,547787,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,DDD2013B,547787DDD2013B
13947,547897,F,Scotland,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,DDD2013B,547897DDD2013B
13948,547986,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,DDD2013B,547986DDD2013B
13949,548069,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,DDD2013B,548069DDD2013B
13950,548132,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,DDD2013B,548132DDD2013B
13951,548173,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,DDD2013B,548173DDD2013B
13952,548267,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,DDD2013B,548267DDD2013B
13953,548271,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,DDD2013B,548271DDD2013B
13954,548371,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,DDD2013B,548371DDD2013B
13955,548420,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,DDD2013B,548420DDD2013B
13956,548473,M,Ireland,Lower Than A Level,,35-55,0,60,N,Fail,DDD2013B,548473DDD2013B
13957,548535,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,DDD2013B,548535DDD2013B
13958,548602,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,DDD2013B,548602DDD2013B
13959,548650,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,DDD2013B,548650DDD2013B
13960,548677,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,DDD2013B,548677DDD2013B
13961,548679,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,DDD2013B,548679DDD2013B
13962,548739,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,DDD2013B,548739DDD2013B
13963,548773,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,DDD2013B,548773DDD2013B
13964,548797,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,DDD2013B,548797DDD2013B
13965,548869,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,DDD2013B,548869DDD2013B
13966,548872,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,DDD2013B,548872DDD2013B
13967,548959,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,DDD2013B,548959DDD2013B
13968,548993,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,DDD2013B,548993DDD2013B
13969,548996,M,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Pass,DDD2013B,548996DDD2013B
13970,549038,M,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,DDD2013B,549038DDD2013B
13971,549095,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,DDD2013B,549095DDD2013B
13972,549125,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,DDD2013B,549125DDD2013B
13973,549135,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,DDD2013B,549135DDD2013B
13974,549156,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,549156DDD2013B
13975,549213,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,DDD2013B,549213DDD2013B
13976,549283,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,DDD2013B,549283DDD2013B
13977,549334,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,DDD2013B,549334DDD2013B
13978,549354,M,Wales,Lower Than A Level,80-90%,35-55,0,120,N,Fail,DDD2013B,549354DDD2013B
13979,549361,F,London Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,DDD2013B,549361DDD2013B
13980,549424,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Withdrawn,DDD2013B,549424DDD2013B
13981,549498,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Fail,DDD2013B,549498DDD2013B
13982,549545,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,DDD2013B,549545DDD2013B
13983,549575,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,DDD2013B,549575DDD2013B
13984,549684,M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass,DDD2013B,549684DDD2013B
13985,549690,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,DDD2013B,549690DDD2013B
13986,549698,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,DDD2013B,549698DDD2013B
13987,549710,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,DDD2013B,549710DDD2013B
13988,549731,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,DDD2013B,549731DDD2013B
13989,549783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,DDD2013B,549783DDD2013B
13990,549795,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,DDD2013B,549795DDD2013B
13991,549872,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,DDD2013B,549872DDD2013B
13992,549897,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,DDD2013B,549897DDD2013B
13993,549913,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,DDD2013B,549913DDD2013B
13994,549928,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,DDD2013B,549928DDD2013B
13995,550064,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,DDD2013B,550064DDD2013B
13996,550092,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,DDD2013B,550092DDD2013B
13997,550142,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,DDD2013B,550142DDD2013B
13998,550183,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,DDD2013B,550183DDD2013B
13999,550205,M,London Region,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn,DDD2013B,550205DDD2013B
14000,550348,F,Wales,HE Qualification,90-100%,0-35,0,60,N,Fail,DDD2013B,550348DDD2013B
